size,bedrooms,bathrooms,age,price
67.09430161844053,4,3,6.055928810267256,282368.9483612443
112.62802170906994,1,2,11.22590261862522,211042.90306713936
135.70233245493395,1,4,28.68135259672304,195463.9989060706
156.80350373359101,2,1,4.834916386973443,238937.35378750303
214.17006382032102,5,4,18.193061908403976,388114.00803854637
64.43086873671055,5,4,23.392122309684716,151157.7507547991
103.9110289639556,2,1,35.16084518158208,194051.45785705818
131.75668763570036,2,2,31.00160152341067,109867.37521804901
188.28451877627066,4,1,38.897291118506246,266754.75525671407
128.3711420720832,2,3,33.88318885162049,179576.08930033684
74.14308588083713,2,2,9.65225819002571,160028.5381479555
135.32762571404024,3,4,41.22096091796381,275960.7100574443
148.5167908638265,4,1,19.036620094388276,221001.44576958046
151.28518268162992,5,2,46.3805791234142,251217.5689446546
135.919908452485,2,4,5.931822579002432,226145.487410829
152.56493772253773,3,2,17.753228598765944,292919.9603375818
146.32371370634525,3,2,11.13032214301568,298660.1210578666
173.78226676474716,1,2,22.950551275937464,260803.63333121434
161.86318656398214,1,1,29.253775166878142,214472.8519741495
162.73225059792688,3,2,15.145942834577543,345567.9244398045
117.55512032823191,5,2,23.859321639392775,221446.56405757894
96.74016343493076,1,4,0.0,147399.6668759996
128.62680972689364,4,4,26.260448002462994,280871.5157526926
115.17921597439702,1,3,53.73396803148199,242280.77912613773
169.53700714343483,2,1,24.575391143157205,158655.3276211527
154.61726802957648,4,2,28.142116357759207,287424.15069764754
111.92588004118016,1,1,5.101559922621524,186779.67017117876
163.86326109495775,3,2,17.576702536375823,352922.90099178336
105.68610299133277,1,2,16.853609369108458,223063.70353891922
207.4183285038177,4,1,6.410796547277791,302290.037713974
96.65935511275569,4,1,34.70931974693896,200339.77202033292
99.98997152721797,2,3,40.47738591721557,211702.0508861186
152.5356770990482,3,3,18.77753512411676,258920.24440458388
70.56847332140809,1,3,23.347044755200443,199957.96354852093
37.30490380831513,3,2,8.329116271165748,131343.44804902963
96.29056987890476,1,1,16.904154361874536,110761.15448188546
99.93180147127381,2,3,12.489169189271502,117491.16286358138
74.700376385773,5,2,34.32610817965765,167511.544379747
104.77312859204419,1,1,28.295535129217683,207772.81434767015
141.64107978650492,2,4,9.106252218306828,233634.89930961607
135.5312899135858,5,1,48.083673122820485,231301.47200686773
187.8075634938765,4,3,18.341584730355443,264259.22124056314
95.53361460995579,5,1,13.79669197795252,249482.93779806225
118.46222870969997,3,4,16.73146589419676,249529.95356788224
104.3357154356429,1,4,0.0,253026.83169833
91.25307504025707,4,1,36.75233243695113,179978.76017185775
114.32546781675437,4,2,22.168607903394356,186855.343693969
134.0357603011297,5,4,10.944653107296496,342321.55838922726
162.36055393959126,2,1,29.65739585386616,317646.75883436453
99.57200278574916,2,1,21.719651724813982,145036.0125245243
169.97319269659133,2,1,9.06358459328734,258005.99954391352
82.8145939465941,4,4,20.141183700602237,178605.31304717678
176.6025405944284,4,2,29.754020010521224,299955.5295979813
116.33660846262295,4,1,16.12631013484991,204240.3915956816
124.13937870446948,5,4,15.386734339639668,290213.4269615736
129.7063900215802,3,2,25.726704505765436,203563.204771184
79.46613942090109,4,2,49.273797434874254,117486.40078695258
52.51384294268145,4,2,33.572516559342745,82742.21992526438
22.298284949143266,4,1,15.21741299330342,122298.64162925226
101.48141991576779,3,4,5.537052306226869,280105.2673961074
192.00861007868085,2,4,33.64778508237572,312458.7612555369
77.25163247068394,5,1,8.423762136898706,169769.1694973932
127.8495412432746,3,4,30.27031792545772,314566.7231239056
118.29427263534257,4,4,8.773351880372731,305127.7503571844
135.21650189000601,4,1,0.0,300965.000646442
180.51765220980224,1,2,37.93715359451494,240190.5569101885
170.66031060521982,3,4,28.711915314035814,356510.0916905303
92.17810849257114,2,1,44.27020065123162,146385.45978904757
117.3943607011629,5,2,30.85114099803107,203119.03436339053
97.27378620541114,1,1,8.57398957054185,194085.18741999546
132.26597246698594,2,1,18.56546300982845,262000.07856787747
145.36435221774013,1,4,26.135165040944344,236302.59541600346
154.38165979272435,1,3,10.738275271845058,300795.9403026756
156.00977926649992,4,2,0.0,318837.9651819583
132.97744698008736,5,4,34.40363700026005,271813.1863856445
134.0398081205368,1,1,30.89299141649066,189685.58487582888
93.22924929738788,5,3,11.682001413544986,188326.8436045737
139.92641672728422,2,1,28.121481182887248,312966.50571032404
71.39144359075556,1,1,57.716125157624994,107973.85977716901
95.36230398370098,1,1,21.895185324567294,124699.1274190432
75.0629222084866,4,4,0.0,168140.19176243586
115.43611505557705,3,3,11.723790878651585,293959.0806806306
126.71764556470386,4,1,6.237880022625664,177637.29878165273
127.17819241492556,1,1,30.24123099732642,87737.10493767608
72.51742041208156,2,1,19.341012597458363,168138.86797886493
64.55589857394916,1,1,33.99535618157989,31800.098031789254
91.4260982657239,5,3,15.744466291468699,153691.36037713324
58.362596983765556,1,1,34.134028190723456,31947.211015854293
189.99961486335786,4,3,24.05808262801689,326344.265088342
110.93418089487668,1,3,42.81241128817166,166258.17115494
156.74949847126396,5,3,6.175028814285181,190654.0573688394
237.16281487692933,2,4,29.382130053258063,352640.80415568396
137.0753399030787,3,4,0.0,222769.46834671946
100.54573158749511,2,1,43.21321527934419,162539.53420382433
111.73298522120379,4,2,0.0,180768.6323925422
20.22371234313519,1,3,13.746116021662502,90563.71825624548
257.66905503982935,4,2,10.84894535232284,404118.4327828012
100.91658990573265,1,3,13.585993008115848,246875.04132420142
102.27608721677097,4,2,35.99638248946706,204226.36008607075
150.288885696439,2,3,34.26401414910817,248765.78819982568
144.84577963863384,5,1,6.025477214860178,208211.14359370037
74.58993855082855,2,1,6.355856417329786,224623.48060510977
118.65827967716797,3,1,58.67580321707083,168920.7451386684
82.97224218590553,4,4,0.0,217724.56568109797
37.545778933995834,4,1,12.765897167529754,121621.7761251652
180.31452093094362,2,4,29.068663114294576,253743.71981219016
101.64458923064464,3,4,10.800002949191743,149537.22165472023
60.83835488096746,5,2,0.0,162721.19996167027
104.67041116388398,4,3,25.259760921945112,201057.24302777523
196.07388346165536,5,4,12.466289181401105,263703.3987817962
169.6205127113313,2,4,28.140276682204945,361245.76779748045
175.2941283959175,4,4,10.668223120503654,285542.37064758793
98.50464829483323,5,2,56.298410667693176,137262.55732324944
125.23214760646057,1,3,38.12577374523003,159523.97436195367
123.38171567357163,3,1,34.40071007551567,228231.74408113028
106.8972303445295,3,4,38.08729425755895,276312.85466905707
136.73972902481597,5,3,19.148604610858424,214040.81885776765
108.6772356468111,2,4,24.359075138109016,194021.43221692464
131.80559233706518,4,2,59.6865824555517,218034.89830963628
114.29650838460861,5,2,32.47559548976452,219946.21231483985
196.1194597368759,1,3,44.79355978072272,334667.26206987415
104.31527133892129,4,4,0.0,194110.7108771286
146.6243278653155,3,4,7.564088392295888,388138.18661874905
161.3427600501193,1,3,12.345884807128506,327237.59870106314
147.06534773004967,4,3,0.0,265550.4041545412
42.88540034662525,4,4,28.823149132664383,24612.464938955934
135.02762102347572,1,3,19.546362206749077,218034.3415732393
132.83616682187267,4,2,9.223546319455574,286343.7342207721
72.29422367183122,5,1,15.449516334448681,109608.78926421228
84.6237313009531,1,2,36.51216202639921,129474.92405581273
164.33256308879083,5,4,29.298163882175977,224451.19048715068
96.14539093304262,2,1,40.5540930195422,148747.1033273942
176.60440333038136,4,3,31.026666092853088,326439.84085046634
106.28757314650883,4,1,39.17864502983849,191849.721962722
127.6201541954614,3,3,39.17856554890352,236466.03202233723
20.0,3,3,28.910868688056894,116708.16990763228
123.58393452674441,3,1,35.786704261880715,151770.59501335784
107.47065845387819,4,3,37.72375061592578,251285.7172885609
197.86906112247482,5,1,5.883016925229912,331889.24241685244
106.17622172315568,2,3,28.34504893123733,221690.49425909546
85.47666588530052,5,3,5.075905104923217,250371.64037480415
131.36577150976106,2,2,43.72979616860983,173124.110629157
132.20441794565977,3,3,27.318304340838367,277453.03249531606
171.25890046494743,4,2,21.762436307449345,295342.2305860539
177.28663737896397,5,4,29.062805134928887,414616.86540885025
154.67392340490508,5,1,2.22282331319175,261605.0435122271
126.24767952373566,2,4,0.0,207659.70206328345
88.94785806589407,3,3,13.520421000270147,136729.0216495615
136.11178377676217,2,4,20.277676185117485,240062.84341366967
124.86514408957966,1,1,0.0,219809.3536837513
103.71700538069592,1,3,31.347955115992573,251198.2479177265
124.57646768969181,5,2,23.67773474525682,197459.03462988965
122.53127426770547,1,2,36.01517402279809,192437.27349699018
78.59902555814402,2,2,37.55619178741088,206623.71537547308
87.0519846241097,4,4,18.680772999939776,140604.15434145252
65.98534642717215,1,1,67.00734759606317,124104.89050042293
107.34866286944936,4,4,0.0,189676.68825600162
158.64692298784857,4,2,43.42462424380125,250884.00497081727
111.96895139368787,5,2,18.174260602266358,150143.36069424148
71.232650649531,1,2,29.72509768134255,162439.5386046072
154.37509522790012,3,1,8.490853014400926,286941.1147173112
149.05537470173022,2,1,43.24964047413485,170674.2480939579
135.6443793861068,3,2,0.0,183143.19891558122
62.82986337866309,2,3,29.608678979845095,70240.59196843924
108.0293639977262,5,3,16.45976632802947,314645.5087357301
132.10991182530856,5,4,9.714860883028209,227873.9075655989
28.71171337827647,2,2,9.078126808069374,105540.93985238968
126.0169319715613,2,1,0.8515633626788066,226293.45103638634
128.50666150300083,4,1,24.59802742220345,143398.6382872042
50.26379159680499,5,1,52.53742295455206,53578.761331073445
110.72975019687195,3,2,32.908965314936886,191507.4383424485
132.42899310573705,3,3,17.792243291595526,244138.9027281599
72.85230258674545,4,3,18.513816709312923,194056.54303455586
165.51161560102528,2,3,9.503833113013444,245475.31198893074
143.32184225636962,4,4,10.645176423365108,263066.6628014024
168.87175153470827,4,4,37.253541006138654,258115.2784703432
205.8045871453358,1,1,12.273398813439993,319374.9973155863
93.76722680752327,2,3,8.18284158766065,198453.25814805692
50.19720630004542,4,4,14.263453134479752,134640.68633486706
80.2707114631244,2,4,20.948163157471,212892.7289741169
70.61675506226268,2,1,25.776743470784595,193340.90131121996
78.83486823646165,1,3,40.81499236837772,101136.88020882601
100.53392620555637,4,3,14.450909615390778,287994.61328446574
161.7963980642723,1,1,19.349272487462738,238343.4022128338
85.4746747199666,4,4,4.071665258652947,150974.25215107197
97.57062432530813,4,2,13.313093648880585,199042.8720790215
85.55734171825719,4,2,19.562224750986772,144470.62178440407
112.05633345432129,2,2,24.525051093076076,231056.01697220022
138.05244687187852,5,1,56.66530165174252,269766.0475791068
122.03987566101168,2,2,7.855624526684858,261122.674575427
201.4164078139959,5,1,9.694464820937558,360217.5066602286
140.56220942810128,5,2,14.967212100676452,272077.38976495626
154.67129804426844,1,4,0.0,281940.96015705616
82.14487981524815,5,2,11.413519351342424,87308.62444340711
100.12629472856862,4,3,39.37263802938563,221259.9446249
28.00935635799233,2,1,3.910599022583291,89649.22086121427
197.77554708205474,1,4,49.79926296242338,273037.88441143767
134.9511807055982,1,1,29.919053093344285,166708.1754986302
103.11285861663409,4,2,2.092228714257171,183524.66669779737
88.54521171410224,3,1,30.297291102880088,204382.16294303158
181.79683266574537,4,1,32.83946332508566,370737.0407506384
138.92184605109495,5,2,12.608634502668938,306552.93714325945
141.2772337765534,3,1,40.97878049713156,249154.54138246638
67.92503054244617,4,3,17.920825457548393,195470.57173735087
182.38640574825,4,2,25.406617743614703,231730.0055104585
162.23743048534527,1,2,0.0,241396.6775085386
119.45465190747794,2,4,0.0,249493.9812935929
50.918847089106094,1,1,13.19173776351916,172119.49879145256
146.21670466371742,2,2,0.0,301008.50916827883
145.52824023583892,4,4,7.413182979846114,266469.1721526652
150.08174662822003,2,4,13.133446137835847,265037.8942989101
135.20073000073077,5,3,35.93438479296216,241825.30846982304
179.80635075519893,3,1,0.0,270256.2099115975
90.50006302822794,2,4,25.335498147457642,116179.8096646828
185.30158521169517,4,4,13.591569140303314,328039.99227423297
75.12032968520391,5,2,7.5709469954677076,182316.66912502272
89.43935911745496,4,2,21.262385057529873,257209.56788795727
130.62710040544172,3,4,14.712974192246989,231420.95355492982
118.66608933264773,3,2,21.546685890054462,287706.3139330925
130.8196976798226,4,3,5.782941098496689,305636.79044731753
152.36325881889763,5,1,27.802187671542345,243693.89958055032
91.36200689566604,5,2,33.60645581412763,209071.285341543
62.513045078256454,2,2,0.0,82299.64498490596
140.2582460639965,2,1,16.165850230346482,147095.34940082688
106.52582629742795,5,2,19.577751745793073,197995.24446366905
121.3868860756165,1,2,43.756917367643005,201343.13089010346
129.00433524930304,5,1,20.14560066930659,217215.2758573881
155.40293577785644,3,4,8.745334298146783,260074.9776531409
184.00368502569296,5,2,1.133373498219349,330998.4407971475
148.15551210213084,5,2,0.0,285147.03616795095
20.0,4,1,0.0,85613.55404932081
106.62237155663567,1,1,14.082435475816002,142448.97555029276
68.1660302014119,3,2,26.572061933977494,31123.982194773882
168.97231574843974,1,2,0.4787709355577796,272310.19147076376
109.13716230448088,4,1,24.183974866292278,178158.15709399618
123.58827044316116,3,3,54.82235978534662,113839.49205782003
154.21244307563018,4,3,18.515952115848403,285584.1673958494
139.85230792499132,5,2,10.21282529206767,292230.2625075802
84.3005571641284,1,4,19.206276270641553,121219.8869826729
145.46972026716193,4,1,27.40902109366441,215759.0208686163
109.22211485822885,3,3,31.410785334834983,156038.52935166907
154.0078993258551,2,4,31.091744738967442,244239.35427340184
43.575311096980144,2,1,2.179537669798002,64005.250499760456
131.62762559023665,5,2,27.846469886718435,276237.3078902521
131.7569443391363,2,2,33.90610719070281,143160.0655164546
149.34892851195943,5,1,32.40983167038664,345684.593734222
130.05364285947797,3,1,9.499226309876816,340848.9295216234
167.48085846321507,3,1,0.0,303701.8404621332
152.28312308426155,4,2,0.0,253695.34081479482
135.19520772549555,4,2,16.524804222505132,357355.18202984426
145.8219581238359,3,4,29.18955916562331,302892.63901541947
97.33685372017877,2,3,54.09269054897001,108991.61367957326
83.98029986915387,2,4,16.44246939628533,133328.37464496505
158.0014158116562,2,4,16.585226074837863,270552.9601883707
114.23496199646021,2,4,33.250734671944436,165615.39557476965
167.74265544594172,2,4,25.43127348023569,322386.84898301
111.44146183865675,4,1,34.03173067878619,173877.6783795754
102.85586305050019,3,3,18.091049915783223,181617.0742644871
43.66115811620372,1,3,36.26832401910704,139878.1472707064
110.66964585419551,3,1,12.28670493366674,84119.99170189378
126.53714224141204,1,2,17.60365205402437,187505.6846815892
168.74508728195542,4,3,1.4944609513399705,430059.55528785835
194.99479025035276,5,3,17.113623032541245,387818.20794263715
115.96388441506018,2,4,39.85915093555746,178472.7895985549
153.23018840349664,1,3,18.530094106153065,192112.88103414254
165.32983399142813,2,3,15.6157070530137,251889.92683269366
20.0,5,3,0.0,126866.88828959879
165.62553997083626,5,4,27.550592913717846,326360.26248991856
40.14848032871818,2,4,45.62161103598558,123169.27079406852
120.73073559521075,1,2,18.36849711655452,202817.31188229806
167.10226969584355,5,1,33.79083278672249,373367.40337115276
112.26087362027009,2,4,12.323601155024349,201077.2797787804
108.72801049770973,5,3,30.710511361306637,198817.67661391475
68.58978229338342,2,3,7.547957384970042,170566.35150360814
115.6836493599348,4,3,22.55389274010738,172439.92624595863
111.07140455319801,1,3,7.580409775093637,261028.21155692177
83.26276667913248,5,4,27.702597639291433,181998.28018197976
78.44701987994928,4,2,17.422367354512208,149274.85928789552
154.16385112620696,3,1,8.146038141206281,249448.6132059678
95.27235093766308,1,2,30.72456993938124,64027.18705424621
123.54537958022692,5,2,17.391213010224114,297472.1883170969
111.11751989197116,1,3,20.05521041280076,152016.37717107497
92.85349592899642,3,2,0.0,130730.12749416428
144.81209316293774,1,3,48.617437958939284,183638.8263169104
95.35374484361827,5,2,26.139726837045814,193844.0305498726
95.33100918608861,5,3,17.512414010242658,179212.16613534742
95.81312934418243,5,4,9.661856424967711,224157.13632030095
116.11383100518222,3,2,51.569275451456946,205787.58722849924
183.5008744717864,3,3,30.33619072968868,289750.1899723464
143.33041600515102,1,1,35.96533605075456,216545.76225449613
141.3968834857972,4,4,8.593304650293419,281956.1972617201
193.96626445159254,2,1,0.0,298602.0156868702
66.05830619707453,3,4,23.051663153084395,218886.80516129738
67.16148634269973,4,3,4.041901567365276,78403.32962734543
194.73809792746886,4,4,15.274881113019092,357427.650671002
170.7106818736001,1,1,35.715976813882996,276256.2873186501
118.30975270170138,3,3,26.363808890678083,209132.54043167538
199.00491046474968,2,4,20.99639550036067,412431.8350126853
78.77929261994234,1,1,24.26837847248285,225820.37618018116
80.90216634993439,2,2,19.72217374854284,150068.81334967638
132.71013750136714,1,4,24.072867653322454,157432.45315233164
178.67615399158137,4,3,9.500005002579856,283566.87795508996
102.81562522758657,5,1,19.945922100077624,188726.05490404234
153.22134586021605,3,4,24.522369867623432,283057.16280430474
119.37582701199588,1,4,14.535630183077723,171771.7268269356
95.754482186798,3,3,14.028482331907263,173872.24342776078
160.1265287075605,1,3,51.901467662830825,197690.62716712587
163.85728787593007,2,4,6.770974388407984,347889.10509686865
142.80845209500953,4,4,0.0,309163.52102685586
102.04131451449875,5,4,9.895545660123641,183916.68067797535
144.89839286447412,4,4,31.445730589235176,344856.5282369126
91.19180042603331,1,2,15.570154718691493,131263.64276883242
74.41621148633551,4,3,6.030385865845528,138038.30260185405
133.45422519811365,3,1,31.261912328729252,253699.87864673705
114.42334320237987,4,1,18.49240829616582,231197.22642188976
142.7268741690051,2,4,36.13065261561109,261411.15966517123
109.116444478004,5,3,50.825466028828075,176721.06836726467
169.30547440439335,1,1,12.016534517964647,350297.9208404316
189.40583219373167,2,1,32.080758492707744,357113.49856443563
74.8334208508372,3,3,26.98595016530435,138495.88622022083
105.59492799084086,5,3,3.5537967065925145,190263.32883998335
137.03999789725148,1,3,19.578611296959874,215074.51687566834
146.61820519802737,4,1,7.166974635125966,281175.9795470055
111.70987660281688,3,2,6.5720625781566735,156842.87873017855
43.0614019163114,4,4,21.87759305392583,99833.92228212327
143.54062440198874,4,3,16.191809018126204,271299.13889829867
69.7582468039052,1,1,11.375805687482112,179003.12889014572
92.77589545627139,4,3,40.46014030790646,201266.2106281518
20.0,2,3,46.2887831111464,91170.49229786028
124.65326030810529,5,1,20.83427794791819,157271.62317188436
42.01070865294339,3,2,29.749636349613393,118017.91721394897
145.34033804267318,5,3,10.349967858803645,308399.3148219319
96.20671436011273,2,2,47.24918502558203,141409.97013925662
135.41227995184738,3,2,10.65291042105892,262610.3485738492
85.42356710573253,2,3,37.9055486823504,196822.58677246963
96.10335065485256,4,4,21.791873540477038,253766.39489011923
123.57626209496168,1,4,16.69498108753524,144457.86270132445
96.78648493954844,1,4,32.40855511267976,205774.07417955413
136.40088769330987,3,3,20.770260342073847,248418.54942537032
92.52244237734227,4,2,19.536637217644262,70422.7074472536
47.86045377925336,2,3,15.945445000036157,96053.18592803768
129.67003870125285,3,4,16.899589839380106,331697.5318903455
133.51753040983021,3,3,6.8758035597969,257365.90107890166
74.47796858655873,5,1,23.963732397335143,123466.21929434693
51.34801709700049,2,3,3.827876712694259,135952.32746412745
133.84605608039584,5,3,15.982992958937476,326731.34987585724
159.42771407695133,4,4,6.456870087346951,363429.6891018763
80.32623066453496,2,4,27.28751485975952,203804.67868169598
161.00161038303588,4,3,6.43150166942808,187994.48794474296
154.39371906660745,3,1,25.436420231203883,250085.68426113838
142.22424224643493,5,2,19.97007484422769,294583.89436810906
97.54717161382264,5,2,2.5136265678898013,134016.13480047957
117.6679816538108,2,1,19.87976855314463,239924.2372510804
62.859311765331455,1,3,4.091761858914349,61174.54170724065
196.4082305618029,4,3,21.86348883081973,266612.6559766872
170.60115664538185,5,4,26.648253267747513,350033.017000109
97.13523557632038,1,4,0.0,176408.48687176956
102.74703843700189,1,2,32.43199294079194,104199.01894128486
162.4485756539796,3,4,40.477249417291155,294133.31530773063
128.79689306386064,2,2,0.0,209734.45565701489
55.301220645154075,4,4,19.819645378692872,281848.0200015998
122.26971335308066,1,2,22.973583767240022,255135.94531025016
99.99990585485406,1,2,9.80093492836874,204543.72046912299
151.68466628046963,1,3,8.603618742303649,274726.2764460682
92.73610943949741,1,4,12.954490866577142,125797.23485386051
62.07875139728926,1,2,39.455310806243816,142773.0887025653
132.22657414349422,5,2,7.572675105937536,305282.2080932554
88.33732499860126,2,4,19.119999306005784,187608.98501759727
130.81168914243017,2,1,17.875193743566665,242515.4753619412
95.01641252695357,4,3,12.876221804997996,202552.5496700667
134.92504857391367,3,3,15.05373490149299,204994.56133880824
66.78257460093255,2,4,27.772182354601604,74249.66277265009
135.3459842735372,2,4,33.27424431072844,316494.5090974576
71.83836806823872,3,1,23.203444344354473,18300.849600282323
75.98761689317725,3,3,37.356023756446845,54944.1128098639
96.92568909128192,3,2,0.0,215617.9825296177
213.67584900648325,4,2,12.945119791710875,351683.52717375313
109.29973813047224,5,2,49.96244643668061,181163.97117935104
111.4232665061236,5,1,0.0,162087.10694801368
119.81951375166315,4,2,24.963558186697675,148611.14871746494
56.40155203173465,1,3,36.078331506254344,-1855.7015794292965
162.87410810167063,2,4,24.340026154354714,354618.9736821867
112.14234646026001,4,1,8.99072965164149,110184.47772165769
109.62005211213398,4,1,14.202092668048493,181615.31797927138
123.16603493120512,1,3,5.523531404729807,221130.96024845744
194.69396424146822,5,3,9.183992934544571,412819.1811510654
80.79290223926569,5,2,11.460756776444681,187218.83931178172
118.26023162184016,3,4,24.426110640585918,247275.95062629727
20.0,5,3,11.4566473951692,133474.8051973866
117.15410369274257,3,1,0.0,270118.4190044047
137.5369308726658,2,4,0.0,281127.2590306145
161.8447755420658,4,3,10.888338190010895,302493.6010668194
119.34704541368662,3,3,12.074057566149623,253222.09687827106
94.61507423765448,2,2,21.88711974305201,223741.22134696387
84.5826172772104,3,2,31.587958462160856,160441.33962590797
22.04809673901515,3,2,0.0,140346.52994127152
155.5996401579376,2,1,17.133437172308284,329364.24637165084
62.79137050112002,2,4,9.838113271882996,205772.8273373758
79.57523369205025,3,4,36.50675906002739,109119.03093684926
131.8605513970177,3,2,33.12869734997446,235815.28478325243
176.81499461657918,1,3,27.12590792408078,280746.8796550265
134.50243960437234,4,2,30.063392449944402,248288.03832730177
154.16637286585484,1,4,23.95575159933052,372023.42372177367
195.4759382160555,4,2,34.07562164707687,332508.86306707206
101.5715619935865,5,1,55.081105173932066,164650.29229282268
82.2625387241815,3,3,8.302333041432579,193391.14694496206
191.9831321466069,4,4,17.897316807633704,289508.0476046728
173.37147532287952,4,4,26.260778429387344,337168.9016104522
